,매장코드,매장명,매장종류,주소,위도,경도
265,1301,서초우성사거리,general,서울특별시 서초구 강남대로 343 (서초동),37.493545,127.02943
266,1236,이수역사거리,general,"서울특별시 서초구 서초대로 3-4 (방배동, 방배디오슈페리움1)",37.48585,126.983027
267,1192,강남대로신사,general,서울특별시 서초구 강남대로 595 (잠원동),37.51489,127.019469
268,1195,서울고속터미널,general,서울특별시 서초구 신반포로 194 (반포동),37.504406,127.005648
269,1013,방배,general,서울특별시 서초구 방배로 211,37.491914,126.99049739999998
270,1024,방배카페거리,general,서울특별시 서초구 방배중앙로 162 (방배동),37.4934767,126.9865297
271,1064,서초법원,general,서울특별시 서초구 서초대로 274 (서초동),37.492970,127.011875
272,1051,청계산입구역,general,서울특별시 서초구 청계산로 203 (신원동),37.447323,127.056250
273,970,사당로데오,general,서울특별시 서초구 방배천로 5-4(방배동),37.4772752,126.98216049999996
274,812,파미에파크R,reserve,서울특별시 서초구 사평대로 205 (반포동) CENTRALCITY,37.5030521,127.004362
275,830,양재역,reserve,서울특별시 서초구 강남대로 202 (양재동) 모산빌딩,37.482379525,127.036853356
276,831,논현역,general,서울특별시 서초구 강남대로 557 (잠원동) 1~2층,37.5114376142061,127.020548691552
277,811,이수역,general,서울특별시 서초구 동작대로 112 (방배동),37.4864664,126.98274029999993
278,753,내방역,general,서울특별시 서초구 방배로 184 (방배동) 대풍빌딩,37.490004,126.992455
279,729,서초파라곤,general,서울특별시 서초구 서초대로74길 29 (서초동) 서초파라곤,37.4956303142862,127.027093111041
280,751,서울아트센터,general,서울특별시 서초구 남부순환로 2395 (서초동) 호경빌딩,37.480866,127.012368
281,730,서초중앙로,general,서울특별시 서초구 서초중앙로 225,37.501691,127.01152
282,662,센트럴시티,general,서울특별시 서초구 신반포로 176 (반포동),37.504707,127.004459
283,78,강남삼성타운,general,서울특별시 서초구 서초대로78길 24 (서초동),37.49562035,127.0277144
284,218,방배역,general,서울특별시 서초구 방배로 84 (방배동),37.48200755,126.9976438
285,233,반포역,general,서울특별시 서초구 신반포로 257 (잠원동) 신반포11차상가,37.508589,127.011959
286,217,남부터미널,general,"서울특별시 서초구 서초중앙로 26, 래미안서초유니빌 1층 101호 (서초동)",37.48467334,127.0169464
287,174,뉴코아강남,general,서울특별시 서초구 잠원로 69 (잠원동) 킴스클럽,37.51031339,127.0069582
288,214,강남서초초교,general,"서울특별시 서초구 서초대로77길 27, 유빌딩 1,2층 (서초동)",37.5000875,127.02549090000002
289,207,교대,general,서울특별시 서초구 서초중앙로 118 (서초동),37.4923611,127.0142207
290,277,하이브랜드,general,"서울특별시 서초구 매헌로 16, 리빙관 101호 (양재동)",37.46252023465575,127.03666795290289
291,768,신논현역,general,서울특별시 서초구 강남대로 483 (반포동) 청호빌딩,37.50529,127.023636
292,23,영동2교,general,"서울특별시 서초구 논현로 139, 대흥빌딩 (양재동)",37.48203954,127.0425748
293,103,남부터미널역5번출구,general,서울특별시 서초구 효령로 274 (서초동),37.48436736,127.0142192
294,100,서래마을입구,general,서울특별시 서초구 서래로 48 (반포동),37.49925284,126.9984801
295,97,몬테소리,general,서울특별시 서초구 강남대로 399 (서초동),37.4982695,127.026865
296,25,서초역,general,서울특별시 서초구 반포대로 118 (서초동),37.49067495,127.0086118
297,396,교대법원,general,서울특별시 서초구 서초중앙로 164 (서초동),37.496329,127.013336
298,486,강남GT타워,general,"서울특별시 서초구 서초대로 411, GT타워 (서초동)",37.4979079083082,127.026162553761
299,462,서초동,general,"서울특별시 서초구 남부순환로339길 64, 현우빌딩 1층 (서초동)",37.485941,127.021525
300,327,서울교대,general,"서울특별시 서초구 서초중앙로 64, 1층 (서초동)",37.487397,127.015134
301,598,강남에비뉴,general,"서울특별시 서초구 서초대로77길 62, 강남역아이파크 B102~B105 (서초동)",37.5025778098288,127.024105881331
302,1918,반포자이,general,서울특별시 서초구 잠원로 24 (반포동),37.507170475349405,127.0099189083483
303,2263,반포원베일리,general,서울특별시 서초구 반포대로 291 (반포동),37.504657083267006,126.99903302367885
304,2133,강남역우송빌딩,general,서울특별시 서초구 서초대로73길 7 (서초동),37.4981314601413,127.02527908458
305,1767,서이초교사거리,general,서울특별시 서초구 사임당로 143 (서초동),37.4918146,127.0252252
306,1713,서울웨이브아트센터,general,서울특별시 서초구 잠원로 145-35 (잠원동),37.518807,127.00704
307,1571,길음역,general,서울특별시 성북구 정릉로 376 (돈암동),37.602139,127.025271
308,1540,미아이마트,general,서울특별시 성북구 도봉로 17 (길음동),37.610678,127.029921
309,1369,종암DT,generalDT,서울특별시 성북구 종암로 17 (종암동),37.5919525,127.0360401
310,1206,미아,general,서울특별시 성북구 동소문로 314 (하월곡동),37.607581,127.029303
311,1077,성신여대정문,general,서울특별시 성북구 보문로34길 62 (동선동2가),37.590910,127.018800
312,997,종암,general,서울특별시 성북구 종암로 122 (종암동),37.601095,127.033847
313,726,삼선교,general,서울특별시 성북구 동소문로 10 (동소문동2가),37.588696,127.00732070000003
314,615,월곡역,general,"서울특별시 성북구 화랑로 76, 101-1호 (하월곡동)",37.601718,127.040446
315,203,고대,general,서울특별시 성북구 고려대로24길 51 (안암동5가),37.58397192,127.0297352
316,57,현대미아,general,서울특별시 성북구 동소문로 315 (길음동) 지하1층,37.60837822,127.0287483
317,510,성신여대,general,서울특별시 성북구 동소문로24길 12 (동선동1가),37.593135,127.018379
318,558,안암역,general,서울특별시 성북구 고려대로 102-2 (안암동5가),37.586319,127.030556
319,466,한성대입구역,general,서울특별시 성북구 성북로 11 (성북동1가),37.589054,127.004839
320,2010,고대안암병원,general,서울특별시 성북구 고려대로 73 (안암동5가),37.58687889805418,127.02820333331364
321,1823,장위뉴타운,general,서울특별시 성북구 장월로38길 4 (장위동),37.618072316295915,127.05152854027804
322,2285,성신여대입구역,general,서울특별시 성북구 동소문로 105 (동선동4가),37.59305,127.0167
323,1476,송파나루역DT,generalDT,서울특별시 송파구 오금로 142 (송파동),37.51098709,127.1101186
324,1639,송파헬리오시티,general,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)",37.4977826892486,127.102851954992
325,1441,잠실시그마타워,general,서울특별시 송파구 올림픽로 289 (신천동),37.514567,127.102493
326,1402,문정법원로R,reserve,서울특별시 송파구 송파대로 201 (문정동),37.487356272840365,127.11911981125742
327,1352,송파개롱역,general,서울특별시 송파구 오금로 420 (가락동),37.496956,127.13652
328,1224,문정하비오,general,"서울특별시 송파구 송파대로 111 (문정동, 파크하비오) 204동 104호~107호",37.48211912934925,127.12354072397868
329,1220,문정역,general,"서울특별시 송파구 송파대로 167 (문정동)테라타워 B동 137호~139호,204호",37.48529649766194,127.12227677436003
330,1194,잠실대교남단R,reserve,서울특별시 송파구 송파대로 570 타워 730 1층,37.515511,127.099006
331,1233,송파위례,general,"서울특별시 송파구 위례광장로 230 (장지동, 위례2차아이파크)",37.478416,127.143161
332,1106,송파방이DT,generalDT,서울특별시 송파구 오금로 241 (방이동),37.506564,127.120495
333,1002,올림픽평화의문,general,서울특별시 송파구 위례성대로 38 (방이동) 해태그린피아빌라트,37.5156426,127.11648190000005
334,1049,송파아이파크,general,서울특별시 송파구 법원로 55 (문정동),37.47979344097158,127.12242043651424
335,948,송파사거리,general,서울특별시 송파구 송파대로 386 (송파동),37.5022788,127.1103904
336,904,석촌서호,general,서울특별시 송파구 석촌호수로 176 (삼전동),37.5063929,127.0964684
337,879,문정로데오,general,서울특별시 송파구 동남로 141 (가락동),37.491858429761606,127.12623104068281
338,809,올림픽훼미리,general,서울특별시 송파구 중대로 68 (문정동),37.491616375205915,127.11626573028454
339,781,올림픽공원남문,general,서울특별시 송파구 위례성대로 102 (방이동),37.5133,127.123113
340,705,방이역,general,"서울특별시 송파구 마천로 53, 1~2층 (오금동)",37.5084904076542,127.126776485458
341,700,석촌호수,general,서울특별시 송파구 석촌호수로 262 (송파동),37.50957859,127.10532641
342,661,잠실푸르지오월드,general,"서울특별시 송파구 올림픽로35가길 9, 잠실푸르지오월드마크 1층 (신천동)",37.517649,127.103426
343,663,잠실새내역,general,서울특별시 송파구 올림픽로 96 (잠실동),37.511679,127.081062
344,211,잠실역,general,"서울특별시 송파구 송파대로 562 (신천동, 웰리스타워,삼성웰리스아파트) 1층,2층",37.515272,127.099231
345,276,갤러리아팰리스,general,"서울특별시 송파구 올림픽로 212, 갤러리아 팰리스 (잠실동)",37.51108365,127.0938059
346,270,아시아선수촌,general,서울특별시 송파구 백제고분로 69 (잠실동),37.51059,127.079047
347,591,올림픽아파트,general,서울특별시 송파구 양재대로 1220 (방이동),37.515315,127.133237
348,503,가락본동,general,서울특별시 송파구 송파대로30길 13 (가락동),37.494812392616524,127.11883481297143
349,344,석촌역,general,"서울특별시 송파구 백제고분로 358, 1층 (석촌동)",37.5042626,127.10610769999994
350,475,가락시장역,general,"서울특별시 송파구 중대로 121, 롯데캐슬 파인힐 1층 (가락동)",37.49442875605291,127.1217432178345
351,405,가든파이브,general,서울특별시 송파구 충민로 10 (문정동) 가든파이브툴,37.477974676564614,127.12118515527476
352,2274,문정역2번출구,general,서울특별시 송파구 문정로 1 (문정동),37.48629340180307,127.12320273731552
353,2142,잠실본동,general,"서울특별시 송파구 백제고분로 91 (잠실동), 1층",37.5086445885442,127.07949103207
354,1825,송파NC,general,서울특별시 송파구 충민로 66 (문정동)  가든파이브라이프 패션관1층,37.47804418570353,127.12580079741947
355,1986,송파거여역,general,서울특별시 송파구 오금로 493 (거여동),37.49360000716603,127.14364544756283
356,1674,몽촌토성역,general,서울특별시 송파구 위례성대로 6 (방이동),37.516913,127.113127
357,1867,송파KT,general,"서울특별시 송파구 잠실로 209 (신천동), 오피스빌딩 1층 2~4호",37.51389579,127.10700424
358,2132,문정법조타운 한양타워,general,서울특별시 송파구 법원로11길 12 (문정동),37.485796586165364,127.11781422446037
359,1694,송파마천사거리DT,generalDT,서울특별시 송파구 거마로 78 (마천동),37.499829,127.147672
360,1556,목동파리공원,general,서울특별시 양천구 목동동로 377 (목동),37.535336,126.878852
361,1420,등촌역,general,서울특별시 양천구 공항대로 566 (목동) 1층 2층,37.548884,126.86807
362,1408,목동행복한,general,서울특별시 양천구 목동동로 309 (목동),37.52935595865839,126.87589210780987
363,1315,신정DT,generalDT,서울특별시 양천구 신월로 341 (신정동),37.521993,126.858865
364,1254,목동역,general,서울특별시 양천구 목동로 203 (신정동) 1층일부,37.526684,126.863986
365,1113,목동오목로,general,"서울특별시 양천구 오목로 279 (목동) 102,103,104,105호",37.525923,126.868438
366,1151,목동8단지,general,서울특별시 양천구 목동서로 299 (신정동),37.520518,126.868841
367,957,오목교역,general,서울특별시 양천구 오목로 354 (목동),37.523855929257174,126.87644987818643
368,953,신월IC DT,generalDT,서울특별시 양천구 남부순환로 430 (신월동),37.529502437956104,126.83220232277918
369,862,목동7단지,general,서울특별시 양천구 목동서로 213 (목동) 세신비젼프라자,37.528012,126.87053
370,625,목동5단지,general,"서울특별시 양천구 목동동로 411, 1동 116호(목동, 부영그린타운3차)",37.5363856363692,126.88211754815594
371,249,목동,general,서울특별시 양천구 목동서로 67 (목동) 우성에펠타운,37.53638383,126.8785597
372,190,현대목동,general,"서울특별시 양천구 목동동로 257 (목동, 현대하이페리온) 지하2층",37.526848,126.875023
373,2166,목동SBS,general,"서울특별시 양천구 목동서로 161 (목동), 1/2층 일부",37.52896162444895,126.87363009594163
374,1679,목동트라팰리스,general,서울특별시 양천구 오목로 299 (목동),37.5255,126.8702
375,1826,목동10단지,general,"서울특별시 양천구 목동서로 401 (신정동, 대림아크로빌), 상가A동 101,101-1호",37.515425616177,126.859603067999
376,1808,신월동DT,generalDT,서울특별시 양천구 남부순환로 319 (신월동),37.5382923530559,126.827101409243
377,1551,타임스퀘어R,reserve,서울특별시 영등포구 영중로 15 지하 1층 (영등포동4가),37.51755,126.90516
378,1495,샛강역,general,서울특별시 영등포구 여의대방로 376 (여의도동),37.5183551,126.9312716
379,1462,영등포역,general,서울특별시 영등포구 경인로 870 (영등포동1가),37.516999623656375,126.90906664982087
380,1390,당산대로,general,서울특별시 영등포구 양평로 22 (당산동6가),37.533121,126.903804
381,1350,여의도IFC몰(L1)R,reserve,서울특별시 영등포구 국제금융로 10 (여의도동)  지하1층 178호,37.525386315990104,126.92606524560121
382,1334,여의도KBS R,reserve,서울특별시 영등포구 의사당대로 26 (여의도동),37.526596,126.918456
383,1319,여의도화재보험,general,서울특별시 영등포구 국제금융로6길 38 (여의도동),37.521345,126.926004
384,1241,국회대로,general,서울특별시 영등포구 국회대로 786 (여의도동),37.53026,126.919549
385,1147,영등포KT,general,서울특별시 영등포구 영중로 119 (영등포동8가),37.526419,126.905314
386,1141,여의도공원R,reserve,서울특별시 영등포구 여의공원로 101 (여의도동),37.529129532990446,126.92535729471122
387,1124,국회의사당역,general,서울특별시 영등포구 의사당대로 8 (여의도동),37.52805409993459,126.91711953333622
388,1037,여의도역R,reserve,서울특별시 영등포구 의사당대로 83 (여의도동) 1층,37.523328,126.923439
389,1045,선유동이레빌딩,general,서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩,37.534277678053385,126.89697631969191
390,892,동여의도,general,서울특별시 영등포구 국제금융로 86 (여의도동) 롯데캐슬 아이비,37.52063015571123,126.93168638298105
391,852,여의도ABL타워,general,서울특별시 영등포구 의사당대로 147 (여의도동) 알리안츠타워,37.518749,126.92779
392,849,영등포신길,general,"서울특별시 영등포구 신길로 137 (신길동) 1,2층",37.504566,126.910073
393,851,문래역,general,서울특별시 영등포구 당산로 34 (문래동3가),37.517446,126.895258
394,725,당산,general,서울특별시 영등포구 양평로 64 (당산동6가),37.535061853441796,126.89995088868242
395,723,여의도한양증권,general,서울특별시 영등포구 국제금융로6길 7 (여의도동) 한양증권,37.522418,126.929093
396,701,여의도일신,general,서울특별시 영등포구 은행로 11 (여의도동) 1층 1부,37.52774993247095,126.92027623791678
397,73,하이테크시티,general,서울특별시 영등포구 경인로 775 (문래동3가) 에이스하이테크시티,37.51445587278118,126.89987943038909
398,153,여의도,general,서울특별시 영등포구 국제금융로2길 28 (여의도동),37.52403519,126.9245179
399,268,롯데캐슬여의도,general,"서울특별시 영등포구 의사당대로 127 (여의도동, 롯데캐슬엠파이어) 1층 104호",37.52025214,126.9263678
400,323,문래동,general,"서울특별시 영등포구 선유로 64, 대창타운빌 1층 (문래동3가)",37.519602,126.889652
401,375,여의도호성,general,"서울특별시 영등포구 여의대방로65길 24, 호성빌딩 1층 (여의도동)",37.52047101976742,126.92920636135348
402,414,타임스퀘어B2,general,"서울특별시 영등포구 영중로 15, 지하2층 (영등포동4가)",37.516810409502995,126.90336306740143
403,329,영등포본동,general,서울특별시 영등포구 영등포로 254 (영등포동3가),37.518713,126.909559
404,295,타임스퀘어2F,general,서울특별시 영등포구 영중로 15 지상2층 (영등포동4가),37.516922981561166,126.9033120029923
405,342,여의도의사당,general,서울특별시 영등포구 국회대로74길 12 (여의도동),37.530023,126.92109
406,573,여의도IFC(1F),general,서울특별시 영등포구 국제금융로 10 (여의도동),37.525273,126.924668
407,2282,여의도교직원공제회,general,서울특별시 영등포구 여의나루로 50 (여의도동),37.52191490479988,126.92558789987339
408,1780,선유도역 1번출구,general,서울특별시 영등포구 양평로 128 (양평동5가)양평로 128,37.538333,126.893612
409,1968,영등포시장역,general,서울특별시 영등포구 영중로 79 (영등포동7가),37.52349264546045,126.90497778447685
410,1770,영등포구청역,general,서울특별시 영등포구 국회대로 558 ,37.52789,126.89608
411,1851,서울양평역,general,"서울특별시 영등포구 선유서로24길 6 (양평동1가, 영등포 중흥 S-CLASS)",37.523128,126.885809
412,1778,영등포시장교차로,general,서울특별시 영등포구 영중로 45 (영등포동6가),37.5204239,126.904446
413,1762,더현대서울(B2)R,reserve,서울특별시 영등포구 여의대로 108 (여의도동),37.5258834618679,126.928658229468
414,2272,여의도브라이튼,general,"서울특별시 영등포구 국제금융로 39 (여의도동, 브라이튼 여의도), 1층",37.5241006226166,126.929817318958
415,2271,여의도TP타워,general,서울특별시 영등포구 의사당대로 96 (여의도동),37.521624938408046,126.92302031330276
416,1714,당산역사거리,general,서울특별시 영등포구 양평로 47 (당산동5가),37.53409659351415,126.90121370080551
417,2175,신풍역,general,서울특별시 영등포구 신풍로 23 (신길동),37.5003469620528,126.908438384002
418,1508,불광역,general,서울특별시 은평구 통일로 715 (대조동),37.609382,126.9303971
419,1336,구파발사거리,general,서울특별시 은평구 진관3로 21 은평엘크루 101동 105-108호,37.639617,126.91881
420,1304,연신내역사거리,general,서울특별시 은평구 통일로 842 (불광동),37.618773940257306,126.92179889674078
421,1179,연신내,general,서울특별시 은평구 통일로 867 (갈현동),37.620266093930596,126.91995950352734
422,951,구파발역,general,서울특별시 은평구 진관2로 12,37.63446,126.918881
423,775,은평구청입구,general,서울특별시 은평구 은평로 170 (응암동),37.601042,126.926789
424,235,은평이마트,general,서울특별시 은평구 은평로 111 (응암동),37.60037923,126.9202735
425,529,구산역,general,서울특별시 은평구 연서로 146 (대조동),37.611745,126.917678
426,2208,불광역8번출구,general,서울특별시 은평구 통일로 746 (불광동),37.61199,126.9289
427,1963,수색,general,서울특별시 은평구 수색로 216 (수색동),37.58006406944348,126.89956239090266
428,2088,새절역,general,서울특별시 은평구 증산로 371 (신사동),37.5894266730207,126.912863456524
429,2087,더북한산,general,서울특별시 은평구 대서문길 24-11 (진관동),37.6554576593266,126.947556374345
430,2042,녹번역,general,"서울특별시 은평구 통일로 636 (녹번동) 110,111,112,113,114,115호",37.603307621312325,126.93528567756574
431,1956,진관DT,generalDT,서울특별시 은평구 연서로 645 (진관동),37.6501787,126.9361968
432,1472,연합뉴스,general,서울특별시 종로구 율곡로2길 25 (수송동),37.57462713751161,126.98047541991131
433,1429,혜화역,general,서울특별시 종로구 대학로12길 4 (동숭동)1~2층,37.5824779,127.0021850
434,1528,경희궁로,general,서울특별시 종로구 새문안로3길 15 (당주동),37.571759,126.972343
435,1622,강북삼성병원,general,서울특별시 종로구 새문안로 29 (평동),37.568546,126.967560
436,1427,종로평창동,general,서울특별시 종로구 평창12길 3 (평창동),37.60614770769474,126.96736414444056
437,1359,광화문우체국,general,서울특별시 종로구 종로 6 (서린동),37.569854,126.978083
438,1305,종로R,reserve,서울특별시 종로구 종로 51 (종로2가),37.5708,126.9834
439,1320,독립문역,general,서울특별시 종로구 송월길 155 경희궁자이 4단지 1층 팰리스애비뉴 4114~4119호,37.571432,126.961269
440,1333,정부서울청사R,reserve,서울특별시 종로구 새문안로5가길 28 (적선동),37.574621312530724,126.97367761929035
441,1052,종로구청,general,서울특별시 종로구 삼봉로 71 (수송동),37.572498614917706,126.98095141204923
442,843,북촌로,general,서울특별시 종로구 북촌로4길 23 (계동),37.579419015932245,126.98648560012543
443,836,종로수송,general,서울특별시 종로구 종로5길 30 (청진동) 1~3층,37.57165162614545,126.98062335393885
444,804,새문안로,general,서울특별시 종로구 새문안로 92 (신문로1가) 광화문오피시아빌딩,37.56982384802028,126.97522159101487
445,791,안국,general,서울특별시 종로구 북촌로 5-1 (재동),37.577393946851735,126.98576427427058
446,788,삼청동,general,서울특별시 종로구 삼청로 111-1 (삼청동),37.58541226323984,126.98191331140823
447,974,광화문D타워,general,서울특별시 종로구 종로3길 17 (청진동) D타워,37.57049132960646,126.97907003783457
448,189,적선,general,"서울특별시 종로구 새문안로5길 55, 노스게이트빌딩 1층 (적선동)",37.57520431,126.9739361
449,164,인사,general,서울특별시 종로구 인사동길 14 (인사동),37.57220884263517,126.98679819956659
450,178,광화문,generalWT,서울특별시 종로구 세종대로 167 (세종로),37.5712293,126.9762872
451,142,성대입구,general,서울특별시 종로구 창경궁로 235 (명륜3가),37.582892,126.998392
452,111,스페이스본,general,서울특별시 종로구 사직로8길 4 (사직동) 광화문 풍림스페이스본,37.57488602790947,126.96922016718464
453,109,주얼리시티,general,서울특별시 종로구 종로 183 (인의동) 효성주얼리시티,37.5714829206881,126.998666645245
454,45,종각,general,서울특별시 종로구 종로 64 (종로2가),37.57001689280663,126.98450354974083
455,434,동숭로아트,general,서울특별시 종로구 동숭길 110 (동숭동),37.582969,127.003876
456,352,종로관철,general,"서울특별시 종로구 종로12길 21, 2층 (관철동)",37.56913860117361,126.98593280684017
457,351,경복궁역,general,"서울특별시 종로구 자하문로4길 6, 1층 (통의동)",37.5771508,126.97274530000004
458,401,이마빌딩,general,서울특별시 종로구 종로1길 42 (수송동),37.5738637,126.97897149999994
459,301,마로니에공원,general,"서울특별시 종로구 대학로 116, 1-2층 (동숭동)",37.58154296,127.0023412
460,330,종로3가,general,"서울특별시 종로구 종로 113-1, 1-4층 (종로3가)",37.57056485920516,126.99021701586494
461,578,대학로,general,"서울특별시 종로구 대학로 57, 홍익대학교 대학로캠퍼스 內 (연건동)",37.5764916392943,127.001470988378
462,383,경복궁사거리,general,"서울특별시 종로구 율곡로 6, B동 101호(중학동, 트윈트리타워)",37.575615939508076,126.9802374336133
463,572,종로관수,general,서울특별시 종로구 삼일대로20길 13 (관수동),37.56971102439499,126.98863522829857
464,2014,광화문교보문고,general,서울특별시 종로구 종로 1 (종로1가),37.571017,126.977937
465,1809,정동,general,서울특별시 종로구 새문안로 42 (신문로2가),37.568578,126.970067
466,1838,종로플레이스,general,서울특별시 종로구 창경궁로 120 (인의동),37.5731377743929,126.998354975801
467,1833,강북삼성병원1층,general,서울특별시 종로구 새문안로 29 (평동),37.568546,126.96756
468,1660,동숭길입구,general,서울특별시 종로구 대학로 146 (혜화동),37.584236,127.002014
469,1729,서울대치과병원,general,서울특별시 종로구 대학로 101 서울대학교 치과병원 신관1층,37.5774740926489,126.999891434786
470,1794,서대문역,general,서울특별시 종로구 통일로 134 (평동),37.56670,126.96629
471,1426,숭례문북창,general,서울특별시 중구 세종대로12길 12 (남대문로4가),37.561725,126.976838
472,1569,을지로4가역,general,서울특별시 중구 을지로 170 (을지로4가),37.566682,126.997285
473,1543,동대문두타,general,서울특별시 중구 장충단로 275 (을지로6가),37.56892512604548,127.00878383484597
474,1496,대한상공회의소R,reserve,서울특별시 중구 세종대로 39 (남대문로4가) 1층,37.560938,126.973702
475,1419,국립중앙의료원,general,서울특별시 중구 을지로 251 (을지로6가),37.5665160,127.0062376
476,1367,동국대,general,서울특별시 중구 서애로 1길 11,37.561542,126.998437
477,1228,신세계본점5F,general,서울특별시 중구 소공로 63 (충무로1가),37.560951,126.981134
478,1177,동대문공원,general,서울특별시 중구 장충단로 229 (광희동1가),37.565133,127.007191
479,1245,을지로국제빌딩,general,서울특별시 중구 남대문로 109 (다동),37.566952,126.982219
480,1140,동대입구역,general,서울특별시 중구 장충단로 166 (장충동1가),37.559593,127.006142
481,1096,신당역사거리,general,서울특별시 중구 다산로 258 (흥인동),37.565807,127.016430
482,1101,연세세브란스,general,서울특별시 중구 통일로 10 (남대문로5가),37.557207,126.97354
483,1001,회현역,general,서울특별시 중구 퇴계로 72 (회현동) 리더스뷰남산,37.55947242829924,126.98072554032831
484,994,을지로경기빌딩,general,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩,37.567074956050845,126.98314586784849
485,1065,을지로2가,general,서울특별시 중구 삼일대로 358 (을지로2가),37.566347,126.988066
486,1063,신세계본점6F,general,서울특별시 중구 퇴계로 77 (충무로1가),37.560381,126.980758
487,998,서울중앙우체국,general,서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국,37.561678,126.982117
488,1047,한국프레스센터,general,서울특별시 중구 세종대로 124 (태평로1가),37.56724756017782,126.9780493948243
489,920,명동중앙로,general,서울특별시 중구 명동길 60 (명동 2가),37.5637485,126.9857723
490,883,약수역,general,서울특별시 중구 다산로 129 (신당동),37.555437,127.0107253
491,874,중구저동,general,서울특별시 중구 수표로 34 (저동2가),37.5643686,126.9903382
492,866,명동길,general,서울특별시 중구 명동10길 41,37.5620695,126.9858669
493,845,서소문로,general,서울특별시 중구 서소문로 120 (서소문동) 대한빌딩,37.563006,126.974546
494,678,신당역,general,"서울특별시 중구 퇴계로 385, 1층 (흥인동)",37.5654033985295,127.014352404697
495,777,명동메트로,general,서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔,37.565118,126.983681
496,219,숭례문,general,"서울특별시 중구 세종대로 17, 그레이츠 숭례 1층 (남대문로5가)",37.55874473,126.9730952
497,71,순화동더샵,general,"서울특별시 중구 칠패로 27, 1층 (순화동)",37.56015541203125,126.97188596912146
498,172,대한극장,general,"서울특별시 중구 퇴계로 212 (필동2가) 1,2층",37.56105065,126.9952735
499,234,환구단,general,서울특별시 중구 소공로 112 (소공동),37.56459884548825,126.9792301485792
500,179,무교동,general,서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층,37.567928021468916,126.9792065857694
501,187,문화일보,general,서울특별시 중구 새문안로 22 (충정로1가) 문화일보,37.56712291,126.9686642
502,181,태평로,general,"서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가)",37.56248285,126.9767928
503,213,퍼시픽타워,general,"서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동)",37.56132157,126.9730264
504,289,남산단암,general,"서울특별시 중구 소월로 10, 단암빌딩 (남대문로5가)",37.55853622,126.9754585
505,106,황학캐슬,general,서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아,37.57124,127.022905
506,491,을지로삼화타워,general,서울특별시 중구 을지로5길 16 (을지로2가) 1층,37.566902,126.984707
507,581,소공로,general,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)",37.5637273,126.98076809999998
508,382,을지로한국빌딩,general,"서울특별시 중구 을지로 50, 1층 (을지로 2가)",37.565722,126.98329
509,513,시청,general,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)",37.56629,126.979808
510,583,명동역,general,"서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)",37.5608622201549,126.983105390255
511,518,명동입구,general,서울특별시 중구 남대문로 68-1 (명동2가),37.563319,126.982242
512,2192,충무로,general,서울특별시 중구 충무로 3 (필동1가),37.5614959808102,126.992823097196
513,2129,이마트타워,general,서울특별시 중구 세종대로7길 37 (순화동) 1층,37.5607434636967,126.972528391958
514,2241,동호로,general,서울특별시 중구 동호로 171 (신당동),37.553478403261,127.011305155237
515,1724,무교로,general,서울특별시 중구 무교로 15 (무교동),37.56722071682264,126.97907661254083
516,1942,청계크리스탈스퀘어,general,서울특별시 중구 청계천로 106 (수표동),37.5679,126.98933
517,1692,숭례문SG타워,general,서울특별시 중구 세종대로 14 (남대문로5가),37.5581293,126.9742637
518,2044,세종대로,general,서울특별시 중구 세종대로 135-5 (태평로1가),37.568678,126.976493
519,2051,동대문디자인플라자,general,서울특별시 중구 을지로 281 (을지로7가) 디자인장터,37.56743,127.009758
520,1779,별다방,reserve,서울특별시 중구 퇴계로 100 (회현동2가),37.5602013,126.9829327
521,1830,포포인츠명동,general,서울특별시 중구 삼일대로10길 36 (저동2가),37.5657211,126.9893426
522,1720,명동남산,general,서울특별시 중구 퇴계로 132 (남산동3가),37.560809,126.986397
523,1445,명일역,general,서울특별시 강동구 양재대로 1647 (명일동),37.55255451856903,127.14388583677322
524,1506,강동구청DT,generalDT,서울특별시 강동구 성내로 32 (성내동),37.52938776679806,127.12384773690836
525,1474,강동암사DT,generalDT,서울특별시 강동구 고덕로 43 (암사동),37.55511597305427,127.12997051029342
526,1645,굽은다리역,general,"서울특별시 강동구 양재대로 1568 (명일동, 원일타워)",37.54539707290908,127.14307714359498
527,1102,강동역,general,"서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔)",37.536047,127.133086
528,1046,둔촌동,general,서울특별시 강동구 양재대로 1303 (성내동) 평원빌딩,37.52264171306811,127.13398661016131
